"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"89","89","434","434","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","214","214","214","0","214","214","0","214","214","0","0","214","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","54","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","362.0","NA","39738","362","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","438657","439683","428556","1670","438157","439685","1672","439786","440149","335321","178790","439785","Flanker task","193","93419.0","215","1024"
"89","89","433","433","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","215","215","215","0","215","215","0","215","215","0","0","215","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","55","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","279.0","NA","39738","279","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","440701","441726","428556","1670","440201","441727","1672","441827","442107","335321","178790","441827","Flanker task","194","93698.0","216","1024"
"89","89","432","432","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","216","216","216","0","216","216","0","216","216","0","0","216","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","56","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","220.0","NA","39738","220","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","442152","443177","428556","1670","440201","443179","1672","443279","443500","335321","178790","443279","Flanker task","195","93918.0","217","1024"
"89","89","431","431","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","217","217","217","0","217","217","0","217","217","0","0","217","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","57","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","251.0","NA","39738","251","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","443547","444572","428556","1670","440201","444573","1672","444673","444926","335321","178790","444673","Flanker task","196","94169.0","218","1024"
"89","89","431","431","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","s","0","0","0","0","218","218","218","0","218","218","0","218","218","0","0","218","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","58","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","283.0","NA","39738","283","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","444973","445996","428556","1670","440201","445997","1672","446098","446383","335321","178790","446097","Flanker task","196","94452.0","219","1024"
"89","89","430","430","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","219","219","219","0","219","219","0","219","219","0","0","219","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","59","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","331.0","NA","39738","331","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","446934","447958","446434","1670","440201","447959","1672","448059","448392","335321","178790","448059","Flanker task","196","94783.0","220","1024"
"88","88","429","429","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","220","220","220","0","220","220","0","220","220","0","0","220","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","60","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","190.0","NA","39738","190","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","449428","450451","448428","1670","448928","450452","1672","450553","450744","335321","178790","450552","Flanker task","196","94973.0","221","1024"
"88","88","428","428","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","221","221","221","0","221","221","0","221","221","0","0","221","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","61","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","135.0","NA","39738","135","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","451269","452298","450769","1670","448928","452299","1672","452400","452536","335321","178790","452399","Flanker task","196","95108.0","222","1024"
"87","87","427","427","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","222","222","222","0","222","222","0","222","222","0","0","222","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","62","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","256.0","NA","39738","256","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","453063","454088","452563","1670","448928","454089","1672","454189","454446","335321","178790","454189","Flanker task","196","95364.0","223","1024"
"87","87","426","426","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","223","223","223","0","223","223","0","223","223","0","0","223","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","63","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","249.0","NA","39738","249","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","454973","455997","454473","1670","448928","455998","1672","456099","456349","335321","178790","456098","Flanker task","197","95613.0","224","1024"
"87","87","426","426","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","224","224","224","0","224","224","0","224","224","0","0","224","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","64","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","366.0","NA","39738","366","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","456394","457417","454473","1670","448928","457418","1672","457519","457886","335321","178790","457519","Flanker task","197","95979.0","225","1024"
"87","87","426","426","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","s","0","0","0","0","225","225","225","0","225","225","0","225","225","0","0","225","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","65","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","343.0","NA","39738","343","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","458936","459961","457936","1670","458436","459962","1672","460063","460407","335321","178790","460062","Flanker task","197","96322.0","226","1024"
"87","87","426","426","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","226","226","226","0","226","226","0","226","226","0","0","226","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","66","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","403.0","NA","39738","403","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","461451","462475","460451","1670","460951","462476","1672","462576","462980","335321","178790","462576","Flanker task","198","96725.0","227","1024"
"86","86","425","425","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","227","227","227","0","227","227","0","227","227","0","0","227","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","67","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","259.0","NA","39738","259","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","463482","464506","460451","1670","462982","464507","1672","464608","464869","335321","178790","464608","Flanker task","198","96984.0","228","1024"
"86","86","424","424","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","228","228","228","0","228","228","0","228","228","0","0","228","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","68","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","252.0","NA","39738","252","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","465415","466439","464915","1670","462982","466440","1672","466540","466793","335321","178790","466540","Flanker task","199","97236.0","229","1024"
"86","86","424","424","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","229","229","229","0","229","229","0","229","229","0","0","229","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","69","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","389.0","NA","39738","389","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","466842","467865","464915","1670","462982","467865","1672","467966","468356","335321","178790","467966","Flanker task","200","97625.0","230","1024"
